type,label,page,gold_text,pred_text,gold_start,gold_end,pred_start,pred_end
FN,E53_Place,18,Libenau,,1609,1616,,
FN,E53_Place,18,Ober,,1642,1646,,
FN,E53_Place,18,Nider Lichtingen,,1655,1671,,
FN,E53_Place,18,Hessisch grondgebied,,1694,1714,,
FN,E53_Place,18,West-Uffelen,,1737,1749,,
FN,E53_Place,18,Meinbids,,2047,2055,,
FN,E53_Place,18,Kalken,,2059,2065,,
FP,E19_Physical_Thing,18,,posthuis,,,65,73
FP,E19_Physical_Thing,18,,postwagen,,,339,348
TP,E53_Place,18,Ossendorf,Ossendorf,5,14,5,14
TP,E53_Place,18,Ocksendorf,Ocksendorf,115,125,115,125
TP,E53_Place,18,Ossendorf,Ossendorf,173,182,173,182
TP,E53_Place,18,Ossen,Ossen,227,232,227,232
TP,E53_Place,18,Ocksendorf,Ocksendorf,236,246,236,246
TP,E53_Place,18,Warburg,Warburg,677,684,677,684
TP,E53_Place,18,Warburg,Warburg,964,971,964,971
TP,E53_Place,18,Cassel,Cassel,1783,1789,1783,1789
TP,E53_Place,18,Cassel,Cassel,1873,1879,1873,1879
TP,E53_Place,18,Cassel,Cassel,2242,2248,2242,2248
TP,E19_Physical_Thing,18,Hercules,Hercules,2271,2279,2271,2279
TP,E19_Physical_Thing,18,octogoon,octogoon,2286,2294,2286,2294
TP,E19_Physical_Thing,18,Wilhelmhohe,Wilhelmhohe,2302,2313,2302,2313
FN,E19_Physical_Thing,19,museum,,885,891,,
FN,E19_Physical_Thing,19,houtbibliotheek,,1275,1290,,
FN,E19_Physical_Thing,19,Academiesche boekery,,1368,1388,,
FN,E19_Physical_Thing,19,Tweede Kamer,,1571,1583,,
FN,E19_Physical_Thing,19,derde Kamer,,1768,1779,,
FN,E19_Physical_Thing,19,galery,,2108,2114,,
FN,E19_Physical_Thing,19,Frederikplein,,2228,2241,,
FP,E53_Place,19,,Frederikplein,,,2228,2241
TP,E53_Place,19,Cassel,Cassel,35,41,35,41
TP,E53_Place,19,Cassel,Cassel,75,81,75,81
TP,E19_Physical_Thing,19,de Kurfürst,Kurfürst,153,164,156,164
TP,E53_Place,19,Cassel,Cassel,216,222,216,222
TP,E53_Place,19,Cassel,Cassel,488,494,488,494
TP,E53_Place,19,Cassel,Cassel,631,637,631,637
TP,E19_Physical_Thing,19,Museum Fridericianum,Museum Fridericianum,744,764,744,764
TP,E53_Place,19,Parys,Parys,790,795,790,795
TP,E53_Place,19,Groningen,Groningen,1392,1401,1392,1401
FP,E19_Physical_Thing,20,,Venus de Medicis,,,104,120
FP,E19_Physical_Thing,20,,Aristoteles,,,283,294
FP,E19_Physical_Thing,20,,Onyx,,,967,971
TP,E53_Place,20,Parys,Parys,24,29,24,29
TP,E19_Physical_Thing,20,Palazo di Maecenate,Palazo di Maecenate,214,233,214,233
TP,E53_Place,20,Tivoli,Tivoli,237,243,237,243
TP,E19_Physical_Thing,20,Bagno della nimfa Egeria,Bagno della nimfa Egeria,249,273,249,273
TP,E19_Physical_Thing,20,vesting Rheinfels,Rheinfels,1359,1376,1367,1376
FN,E53_Place,21,Heilige Land,,227,239,,
FN,E19_Physical_Thing,21,de laatste zaal,,331,346,,
FP,E53_Place,21,,Cassels,,,1282,1289
TP,E19_Physical_Thing,21,museum,museum,760,766,760,766
TP,E19_Physical_Thing,21,boekery,boekery,1069,1076,1069,1076
FN,E19_Physical_Thing,22,gallery,,1167,1174,,
FN,E19_Physical_Thing,22,schildergallery,,1305,1320,,
FN,E19_Physical_Thing,22,danszaal,,1335,1343,,
FN,E53_Place,22,Parys,,1605,1610,,
FN,E19_Physical_Thing,22,logement,,2064,2072,,
TP,E19_Physical_Thing,22,paleis Bellevue,Bellevue,270,285,277,285
TP,E53_Place,22,Scheveningen,Scheveningen,771,783,771,783
TP,E53_Place,22,Parys,Parys,1133,1138,1133,1138
TP,E53_Place,22,Cassel,Cassel,1877,1883,1877,1883
TP,E19_Physical_Thing,22,paleis Belle vue,Belle vue,1906,1922,1913,1922
FN,E19_Physical_Thing,23,gallery,,37,44,,
FN,E19_Physical_Thing,23,Aue,,1290,1293,,
FN,E19_Physical_Thing,23,Aue-Garten,,1297,1307,,
FN,E19_Physical_Thing,23,logement,,1699,1707,,
FN,E19_Physical_Thing,23,galery,,1885,1891,,
FP,E19_Physical_Thing,23,,marmeren bad,,,183,195
FP,E19_Physical_Thing,23,,gebouw,,,273,279
FP,E19_Physical_Thing,23,,Corintische pylaren,,,639,658
FP,E19_Physical_Thing,23,,koepel,,,675,681
FP,E19_Physical_Thing,23,,gebouw,,,1107,1113
FP,E53_Place,23,,Aue,,,1290,1293
FP,E53_Place,23,,Aue-Garten,,,1297,1307
FP,E19_Physical_Thing,23,,linden allee,,,1379,1391
FP,E19_Physical_Thing,23,,kolommen,,,1801,1809
FP,E19_Physical_Thing,23,,orgel,,,1856,1861
FP,E19_Physical_Thing,23,,colommen,,,1903,1911
FP,E19_Physical_Thing,23,,koepelvormige dak,,,1922,1939
FP,E19_Physical_Thing,23,,marmeren hoogaltaar,,,1958,1977
FP,E19_Physical_Thing,23,,circelvormige trappen,,,1986,2007
FP,E19_Physical_Thing,23,,koepel,,,2021,2027
FP,E19_Physical_Thing,23,,kerk,,,2107,2111
TP,E19_Physical_Thing,23,Orangerie,Orangerie,206,215,206,215
TP,E19_Physical_Thing,23,vyver,vyver,1449,1454,1449,1454
TP,E19_Physical_Thing,23,Roomsche kerk,Roomsche kerk,1671,1684,1671,1684
TP,E19_Physical_Thing,23,galery,galery,1838,1844,1838,1844
TP,E19_Physical_Thing,24,Brüder,Brüder,15,21,15,21
TP,E19_Physical_Thing,24,Domkerk,Domkerk,28,35,28,35
TP,E53_Place,24,Cassels,Cassels,242,249,242,249
TP,E19_Physical_Thing,24,Kweekschool voor onderwyzers,Kweekschool voor onderwyzers,425,453,425,453
TP,E19_Physical_Thing,24,Comedie,Comedie,1042,1049,1042,1049
TP,E19_Physical_Thing,24,observatorium,observatorium,2002,2015,2002,2015
FN,E19_Physical_Thing,25,Wilhelms Brücke,,32,47,,
FN,E53_Place,25,Cassel,,51,57,,
FN,E53_Place,25,Fulda,,385,390,,
FN,E19_Physical_Thing,25,Wilhelmsbrug,,452,464,,
FN,E19_Physical_Thing,25,Leipsicher plein,,707,723,,
FN,E19_Physical_Thing,25,Leipsicher poort,,739,755,,
FN,E19_Physical_Thing,25,paradeplaats,,760,772,,
FN,E19_Physical_Thing,25,Kasern plaats,,779,792,,
FN,E19_Physical_Thing,25,coffyhuis,,893,902,,
FN,E19_Physical_Thing,25,Frederiksplein,,1013,1027,,
FN,E19_Physical_Thing,25,Koningsplein,,1145,1157,,
FN,E19_Physical_Thing,25,Karelsplein,,1250,1261,,
FN,E53_Place,25,Franryk,,1454,1461,,
FN,E19_Physical_Thing,25,Konings,,1761,1768,,
FN,E19_Physical_Thing,25,Bellevue straat,,1775,1790,,
FN,E19_Physical_Thing,25,Wilhelmshöhe,,1952,1964,,
FP,E53_Place,25,,Bellevue straat,,,1775,1790
FP,E53_Place,25,,boven nieuwstad,,,1803,1818
FP,E53_Place,25,,Wilhelmshöhe,,,1952,1964
TP,E53_Place,25,Göttingen,Göttingen,90,99,90,99
TP,E53_Place,25,Cassel,Cassel,157,163,157,163
TP,E53_Place,25,Cassel,Cassel,653,659,653,659
TP,E53_Place,25,Cassel,Cassel,1747,1753,1747,1753
TP,E53_Place,25,Göttingen,Göttingen,1981,1990,1981,1990
