type,label,page,gold_text,pred_text,gold_start,gold_end,pred_start,pred_end
TP,E53_Place,18,Warburg,Warburg,677,684,677,684
TP,E52_Time_Span,18,groot uur,een groot uur,690,699,686,699
TP,Mode_of_Transportation,18,wandelden,wandelden,710,719,710,719
TP,E52_Time_Span,18,dien nagt,dien nagt,869,878,869,878
TP,E52_Time_Span,18,des morgens,des morgens,899,910,899,910
TP,E53_Place,18,Cassel,Cassel,919,925,919,925
TP,E53_Place,18,Warburg,Warburg,964,971,964,971
TP,Mode_of_Transportation,18,zeer goed rytuig en een span beste paarden,rytuig,1092,1134,1102,1108
TP,E18_Physical_Thing,18,Gasthofe Desenburg,Gasthofe Desenburg,1162,1180,1162,1180
TP,E52_Time_Span,18,de volgende morgen,de volgende morgen,1194,1212,1194,1212
TP,E53_Place,18,Warburg,Warburg,1213,1220,1213,1220
TP,E53_Place,18,Dalheim,Dalheim,1246,1253,1246,1253
TP,E18_Physical_Thing,18,Desenberg,Desenberg,1294,1303,1294,1303
TP,E18_Physical_Thing,18,Desenberg,Desenberg,1358,1367,1358,1367
TP,E53_Place,18,Warburg,Warburg,1564,1571,1564,1571
TP,E53_Place,18,Ehrings,Ehrings,1598,1605,1598,1605
TP,E53_Place,18,Libenau,Libenau,1609,1616,1609,1616
TP,E53_Place,18,Ober,Ober,1642,1646,1642,1646
TP,E53_Place,18,Nider Lichtingen,Nider Lichtingen,1655,1671,1655,1671
TP,E53_Place,18,Hessisch grondgebied,Hessisch grondgebied,1694,1714,1694,1714
TP,E53_Place,18,West-Uffelen,West-Uffelen,1737,1749,1737,1749
TP,E53_Place,18,Cassel,Cassel,1783,1789,1783,1789
TP,Mode_of_Transportation,18,rytuig,rytuig,1838,1844,1838,1844
TP,E53_Place,18,Cassel,Cassel,1873,1879,1873,1879
TP,E53_Place,18,Meinbids,Meinbids,2047,2055,2047,2055
TP,E53_Place,18,Kalken,Kalken,2059,2065,2059,2065
TP,Mode_of_Transportation,18,wagen,wagen,2173,2178,2173,2178
TP,E53_Place,18,Cassel,Cassel,2242,2248,2242,2248
TP,E18_Physical_Thing,18,Hercules,Hercules,2271,2279,2271,2279
TP,E18_Physical_Thing,18,octogoon,octogoon,2286,2294,2286,2294
TP,E18_Physical_Thing,18,Wilhelmhohe,Wilhelmhohe,2302,2313,2302,2313
TP,E52_Time_Span,18,deezen middag,deezen middag,2323,2336,2323,2336
FN,E19_Physical_Object,19,schilderyen,,769,780,,
FN,E18_Physical_Thing,19,museum,,885,891,,
FN,E20_Biological_Object,19,vogeleyeren,,1130,1141,,
FN,F2_Expression,19,"de brieven voornoemd 1 deel bl 167, 168, 169",,1217,1261,,
FN,E53_Place,19,houtbibliotheek,,1275,1290,,
FN,E20_Biological_Object,19,was geboetzeerde vruchten,,1490,1515,,
FN,E20_Biological_Object,19,opgezette vogels,,1606,1622,,
FN,E20_Biological_Object,19,viervoetige dieren,,1795,1813,,
FN,E18_Physical_Thing,19,geheele gebouw,,2191,2205,,
FN,E19_Physical_Object,19,veele stukken,,2320,2333,,
FP,E31_Document,19,,"brieven voornoemd 1 deel bl 167, 168, 169",,,1220,1261
TP,E53_Place,19,Cassel,Cassel,35,41,35,41
TP,E53_Place,19,Cassel,Cassel,75,81,75,81
TP,E52_Time_Span,19,5 uur,5 uur,102,107,102,107
TP,E18_Physical_Thing,19,logement de Kurfürst,logement de Kurfürst,144,164,144,164
TP,E53_Place,19,Cassel,Cassel,216,222,216,222
TP,E53_Place,19,Cassel,Cassel,488,494,488,494
TP,E53_Place,19,Cassel,Cassel,631,637,631,637
TP,E18_Physical_Thing,19,Museum Fridericianum,Museum Fridericianum,744,764,744,764
TP,E53_Place,19,Parys,Parys,790,795,790,795
TP,E53_Place,19,het eerste vertrek,eerste vertrek,1057,1075,1061,1075
TP,E18_Physical_Thing,19,Academiesche boekery,Academiesche boekery,1368,1388,1368,1388
TP,E53_Place,19,Groningen,Groningen,1392,1401,1392,1401
TP,E20_Biological_Object,19,stam van eene lauwrierboom,lauwrierboom,1429,1455,1443,1455
TP,E53_Place,19,Tweede Kamer,Tweede Kamer,1571,1583,1571,1583
TP,E20_Biological_Object,19,Casuarus,Casuarus,1644,1652,1644,1652
TP,E20_Biological_Object,19,paradysvogels,paradysvogels,1677,1690,1677,1690
TP,F2_Expression,19,Lynnaeische Systema,Lynnaeische Systema,1716,1735,1716,1735
TP,E53_Place,19,derde Kamer,derde Kamer,1768,1779,1768,1779
TP,E20_Biological_Object,19,opgezette en een gesceletteerde olyphant,olyphant,1857,1897,1889,1897
TP,E53_Place,19,diergaarde,diergaarde,1945,1955,1945,1955
TP,E20_Biological_Object,19,leeuw,leeuw,1977,1982,1977,1982
TP,E20_Biological_Object,19,tyger,tyger,1984,1989,1984,1989
TP,E20_Biological_Object,19,Kaapsche ezel,Kaapsche ezel,1991,2004,1991,2004
TP,E20_Biological_Object,19,luipaard,luipaard,2006,2014,2006,2014
TP,E20_Biological_Object,19,drommedaris,drommedaris,2016,2027,2016,2027
TP,E20_Biological_Object,19,wild zwyn,wild zwyn,2029,2038,2029,2038
TP,E20_Biological_Object,19,rendier,rendier,2042,2049,2042,2049
TP,E53_Place,19,galery door eene ry van zuilen ondersteund,galery,2108,2150,2108,2114
TP,E53_Place,19,vestibule,vestibule,2173,2182,2173,2182
TP,E53_Place,19,Frederikplein,Frederikplein,2228,2241,2228,2241
FN,E19_Physical_Object,20,twee worstelaars,,124,140,,
FN,E19_Physical_Object,20,antiquen,,155,163,,
FN,E19_Physical_Object,20,schoone van Kurk nagemaakte ruines,,175,209,,
FN,E53_Place,20,zaalen,,334,340,,
FN,E18_Physical_Thing,20,gebouw voor de vergadering der standen,,407,445,,
FN,E19_Physical_Object,20,troon voor de Koning,,495,515,,
FN,E53_Place,20,kamer,,667,672,,
FN,E19_Physical_Object,20,versteeningen,,677,690,,
FN,E19_Physical_Object,20,mineralen,,692,701,,
FN,E20_Biological_Object,20,schelpen,,705,713,,
FN,E53_Place,20,vertrek,,784,791,,
FN,E19_Physical_Object,20,oude penningen,,796,810,,
FN,E19_Physical_Object,20,kleine beeldjes,,868,883,,
FN,E19_Physical_Object,20,antiquiteiten,,885,898,,
FN,E19_Physical_Object,20,groote verzameling van edelgesteenten,,908,945,,
FN,E53_Place,20,kamer,,1036,1041,,
FN,E19_Physical_Object,20,pretiosa,,1094,1102,,
FN,E19_Physical_Object,20,dingen uit barnsteen gemaakt,,1256,1284,,
FN,E53_Place,20,kamer,,1342,1347,,
FN,E19_Physical_Object,20,mozaiek,,1381,1388,,
FN,E53_Place,20,vertrek,,1408,1415,,
FN,E19_Physical_Object,20,klokken,,1427,1434,,
FN,E19_Physical_Object,20,pendules,,1435,1443,,
FN,E19_Physical_Object,20,horlogies,,1447,1456,,
FN,E19_Physical_Object,20,klokken,,1513,1520,,
FN,E19_Physical_Object,20,schilderyen,,1547,1558,,
FN,E19_Physical_Object,20,beeld waarin een uurwerk schoot op zekere tyden een pistool af,,1583,1645,,
FN,E53_Place,20,laatste kamer,,1685,1698,,
FN,E19_Physical_Object,20,mosaiek,,1732,1739,,
FN,E53_Place,20,twee kamers,,1804,1815,,
FN,E18_Physical_Thing,20,breede trap,,1884,1895,,
TP,E53_Place,20,Parys,Parys,24,29,24,29
TP,E19_Physical_Object,20,Venus de Medicis,Venus de Medicis,104,120,104,120
TP,E18_Physical_Thing,20,Palazo di Maecenate,Palazo di Maecenate,214,233,214,233
TP,E53_Place,20,Tivoli,Tivoli,237,243,237,243
TP,E18_Physical_Thing,20,Bagno della nimfa Egeria,Bagno della nimfa Egeria,249,273,249,273
TP,E19_Physical_Object,20,Aristoteles,Aristoteles,283,294,283,294
TP,E19_Physical_Object,20,Onyx,Onyx,967,971,967,971
TP,E18_Physical_Thing,20,vesting Rheinfels,Rheinfels,1359,1376,1367,1376
FN,E19_Physical_Object,21,oude wapentuigen gevuld een vyftigtal bogen,,13,56,,
FN,E19_Physical_Object,21,zwaarden,,150,158,,
FN,E19_Physical_Object,21,19 landgraven & landgravinnen,,381,410,,
FN,E19_Physical_Object,21,stoelen,,501,508,,
FN,E18_Physical_Thing,21,museum,,760,766,,
FN,F2_Expression,21,het 2de deel van de door de Heeren Tydeman & van Campen uitgegevene Mnemosyne,,1470,1547,,
FP,E18_Physical_Thing,21,,oude wapentuigen,,,13,29
FP,E18_Physical_Thing,21,,bogen,,,51,56
FP,E18_Physical_Thing,21,,wierden,,,86,93
FP,E18_Physical_Thing,21,,zwaarden,,,150,158
FP,E18_Physical_Thing,21,,costumes,,,468,476
FP,E52_Time_Span,21,,die tyd,,,481,488
FP,E18_Physical_Thing,21,,stoelen,,,501,508
FP,E53_Place,21,,museum,,,760,766
FP,E53_Place,21,,Cassels,,,1282,1289
FP,E31_Document,21,,Mnemosyne,,,1538,1547
FP,E31_Document,21,,alphabetische,,,1706,1719
FP,E31_Document,21,,alphabetische,,,1810,1823
TP,E53_Place,21,Heilige Land,het Heilige Land,227,239,223,239
TP,E53_Place,21,laatste zaal,laatste zaal,334,346,334,346
TP,E53_Place,21,boekery,boekery,1069,1076,1069,1076
TP,E18_Physical_Thing,21,gebouw,gebouw,1102,1108,1102,1108
TP,E53_Place,21,locaal,locaal,1186,1192,1186,1192
TP,E31_Document,21,catalogus,catalogus,1655,1664,1655,1664
TP,E31_Document,21,reaal catalogue,reaal catalogue,1764,1779,1764,1779
TP,E31_Document,21,reaal catalogus,reaal catalogus,2003,2018,2003,2018
TP,E31_Document,21,reaal catalogus,reaal catalogus,2070,2085,2070,2085
FN,E19_Physical_Object,22,schilderyen,,251,262,,
FN,E19_Physical_Object,22,schoone stukken,,327,342,,
FN,E19_Physical_Object,22,schoone stukken,,575,590,,
FN,E19_Physical_Object,22,stuk,,622,626,,
FN,E19_Physical_Object,22,een groot stuk,,675,689,,
FN,F2_Expression,22,een stier,,708,717,,
FN,E19_Physical_Object,22,een klein strandgezicht,,743,766,,
FN,F2_Expression,22,"een postillon die, hoe men zich ook plaatste, steeds naar eene andere kant scheen te ryden",,829,919,,
FN,E53_Place,22,2 verdiepingen,,1198,1212,,
FN,E19_Physical_Object,22,schilderyen,,1415,1426,,
FN,E19_Physical_Object,22,eene Cleopatra,,1572,1586,,
FN,F2_Expression,22,Cleopatra,,1799,1808,,
FN,E18_Physical_Thing,22,logement de Keurvorst,,2064,2085,,
FN,E19_Physical_Object,22,meubels,,2100,2107,,
FP,Mode_of_Transportation,22,,ryden,,,914,919
FP,F2_Expression,22,,Cleopatra,,,1577,1586
FP,E52_Time_Span,22,,eenige tyd,,,1591,1601
TP,E18_Physical_Thing,22,paleis Bellevue,Bellevue,270,285,277,285
TP,E53_Place,22,Scheveningen,Scheveningen,771,783,771,783
TP,E53_Place,22,Parys,Parys,1133,1138,1133,1138
TP,E53_Place,22,gallery,gallery,1167,1174,1167,1174
TP,E53_Place,22,de ruines van de schildergallery,schildergallery,1288,1320,1305,1320
TP,E53_Place,22,danszaal,danszaal,1335,1343,1335,1343
TP,E53_Place,22,Parys,Parys,1605,1610,1605,1610
TP,F2_Expression,22,eene Ariadne,Ariadne,1658,1670,1663,1670
TP,E53_Place,22,Cassel,Cassel,1877,1883,1877,1883
TP,E18_Physical_Thing,22,paleis Belle vue,Belle vue,1906,1922,1913,1922
FN,E19_Physical_Object,23,vercierselen,,461,473,,
FN,F2_Expression,23,de reizen,,764,773,,
FN,F2_Expression,23,bladzyde 162 en 163,,808,827,,
FN,E19_Physical_Object,23,uitgeschotene hoek,,1203,1221,,
FN,E18_Physical_Thing,23,logement,,1699,1707,,
FN,E19_Physical_Object,23,schilderyen,,2069,2080,,
FP,E18_Physical_Thing,23,,vercierselen,,,461,473
FP,E18_Physical_Thing,23,,5 trappen,,,595,604
FP,E31_Document,23,,de reizen van Profr van Swinderen,,,764,797
FP,E19_Physical_Object,23,,een geheele hoek zerk,,,943,964
FP,E19_Physical_Object,23,,de deur,,,969,976
FP,E53_Place,23,,de stad,,,1058,1065
FP,E18_Physical_Thing,23,,de uitgeschotene hoek,,,1200,1221
FP,E53_Place,23,,ons logement,,,1695,1707
FP,E53_Place,23,,een groot vierkant,,,1732,1750
FP,F2_Expression,23,,goede schilderyen,,,2063,2080
TP,E19_Physical_Object,23,groote spiegels,de groote spiegels,15,30,12,30
TP,E53_Place,23,gallery,eene gallery,37,44,32,44
TP,E18_Physical_Thing,23,marmeren bad,het zoogenaamde marmeren bad,183,195,167,195
TP,E18_Physical_Thing,23,Orangerie,de Orangerie,206,215,203,215
TP,E18_Physical_Thing,23,gebouw,Het gebouw,273,279,269,279
TP,E53_Place,23,vierkant vertrek,een vierkant vertrek,415,431,411,431
TP,E18_Physical_Thing,23,vloeren,de vloeren,443,450,440,450
TP,E18_Physical_Thing,23,muren,muren,452,457,452,457
TP,E18_Physical_Thing,23,Het bad,Het bad,564,571,564,571
TP,E18_Physical_Thing,23,acht Corintische pylaren,acht Corintische pylaren,634,658,634,658
TP,E18_Physical_Thing,23,koepel,de koepel,675,681,672,681
TP,E19_Physical_Object,23,kanon kogel,een kanon kogel,1002,1013,998,1013
TP,E52_Time_Span,23,30 September 1813,30 September 1813,1037,1054,1037,1054
TP,E18_Physical_Thing,23,schoone gebouw,dit schoone gebouw,1099,1113,1095,1113
TP,E52_Time_Span,23,30 September 1813,30 September 1813,1233,1250,1233,1250
TP,E18_Physical_Thing,23,gebouw,dit gebouw,1271,1277,1267,1277
TP,E53_Place,23,Aue,Aue,1290,1293,1290,1293
TP,E53_Place,23,Aue-Garten,Aue-Garten,1297,1307,1297,1307
TP,E53_Place,23,lange linden allee,eene lange linden allee,1373,1391,1368,1391
TP,E18_Physical_Thing,23,vyver,eene ontzetten groote vyver,1449,1454,1427,1454
TP,E18_Physical_Thing,23,kerken,de kerken,1571,1577,1568,1577
TP,E18_Physical_Thing,23,Roomsche kerk,de schoone Roomsche kerk,1671,1684,1660,1684
TP,E18_Physical_Thing,23,ronden koepel,eene daarmede verbonden ronden koepel,1778,1791,1754,1791
TP,E18_Physical_Thing,23,kolommen,eene ry kolommen,1801,1809,1793,1809
TP,E53_Place,23,galery,eene rondgaande galery,1838,1844,1822,1844
TP,E19_Physical_Object,23,orgel,het orgel,1856,1861,1852,1861
TP,E53_Place,23,galery,deeze galery,1885,1891,1879,1891
TP,E18_Physical_Thing,23,colommen,eene ry colommen,1903,1911,1895,1911
TP,E18_Physical_Thing,23,koepelvormige dak,het koepelvormige dak,1922,1939,1918,1939
TP,E18_Physical_Thing,23,marmeren hoogaltaar,het marmeren hoogaltaar,1958,1977,1954,1977
TP,E18_Physical_Thing,23,drie circelvormige trappen,drie circelvormige trappen,1981,2007,1981,2007
TP,E18_Physical_Thing,23,de koepel,de koepel,2018,2027,2018,2027
TP,E18_Physical_Thing,23,kerk,deeze kerk,2107,2111,2101,2111
FN,E53_Place,24,tombes,,60,66,,
FN,E19_Physical_Object,24,6 groote schilden,,122,139,,
FN,F2_Expression,24,"
Cassels söhne die sich im Jahre 1812 dem Vaterlande, unter anführung des tapferen Kurprinses, weiheten",,241,344,,
FN,E53_Place,24,Vaterlande,,283,293,,
FN,E19_Physical_Object,24,zevende schild,,381,395,,
FN,F2_Expression,24,brief,,737,742,,
FN,F2_Expression,24,bladzyde 170-188 van het eerste deel,,784,820,,
FN,E53_Place,24,loge,,1110,1114,,
FN,E53_Place,24,toneel,,1123,1129,,
FN,E19_Physical_Object,24,een groot driekantige hoed,,1614,1640,,
FN,E19_Physical_Object,24,vervaarlyke stokken,,1726,1745,,
FN,E20_Biological_Object,24,zwane ey,,1876,1884,,
FP,E53_Place,24,,Cassels,,,242,249
FP,E31_Document,24,,meergemelde reis,,,763,779
FP,E52_Time_Span,24,,40 of 50 jarige,,,1656,1671
TP,E18_Physical_Thing,24,Brüder,Brüder,15,21,15,21
TP,E18_Physical_Thing,24,Domkerk,Domkerk,28,35,28,35
TP,E52_Time_Span,24,1814,1814,184,188,184,188
TP,E52_Time_Span,24,Jahre 1812,1812,268,278,274,278
TP,E18_Physical_Thing,24,Kweekschool voor onderwyzers,Kweekschool,425,453,425,436
TP,E52_Time_Span,24,1809,1809,707,711,707,711
TP,E18_Physical_Thing,24,Comedie,Comedie,1042,1049,1042,1049
TP,E52_Time_Span,24,twintig jaar,twintig jaar,1518,1530,1518,1530
TP,E18_Physical_Thing,24,observatorium,observatorium,2002,2015,2002,2015
FN,E53_Place,25,4 bovenkamers,,921,934,,
FN,E53_Place,25,dubbele linden allee,,1119,1139,,
FN,E18_Physical_Thing,25,standbeelden van andere landgraven,,1600,1634,,
FN,E18_Physical_Thing,25,Wilhelmshöhe,,1952,1964,,
FP,E53_Place,25,,Wilhelmshöhe,,,1952,1964
TP,E18_Physical_Thing,25,Wilhelms Brücke,Wilhelms Brücke,32,47,32,47
TP,E53_Place,25,Cassel,Cassel,51,57,51,57
TP,E53_Place,25,Göttingen,Göttingen,90,99,90,99
TP,E53_Place,25,Cassel,Cassel,157,163,157,163
TP,E53_Place,25,Fulda,Fulda,385,390,385,390
TP,E18_Physical_Thing,25,Wilhelmsbrug,Wilhelmsbrug,452,464,452,464
TP,E52_Time_Span,25,in 1788 begonnen en in 1794 voltooid,1788,539,575,542,546
TP,E53_Place,25,Cassel,Cassel,653,659,653,659
TP,E53_Place,25,Leipsicher plein,Leipsicher plein,707,723,707,723
TP,E18_Physical_Thing,25,Leipsicher poort,Leipsicher poort,739,755,739,755
TP,E53_Place,25,paradeplaats,paradeplaats,760,772,760,772
TP,E53_Place,25,Kasern plaats,Kasern plaats,779,792,779,792
TP,E18_Physical_Thing,25,coffyhuis,coffyhuis,893,902,893,902
TP,E53_Place,25,Frederiksplein,Frederiksplein,1013,1027,1013,1027
TP,E53_Place,25,Koningsplein,Koningsplein,1145,1157,1145,1157
TP,E53_Place,25,Karelsplein,Karelsplein,1250,1261,1250,1261
TP,E18_Physical_Thing,25,marmeren beeld van den landgraaf Karel,marmeren beeld,1337,1375,1337,1351
TP,E52_Time_Span,25,einde der 17de Eeuw,17de Eeuw,1387,1406,1397,1406
TP,E53_Place,25,boven nieuw stad,boven nieuw stad,1425,1441,1425,1441
TP,E53_Place,25,Franryk,Franryk,1454,1461,1454,1461
TP,E31_Document,25,Edict van Nantes,Edict van Nantes,1488,1504,1488,1504
TP,E53_Place,25,Cassel,Cassel,1747,1753,1747,1753
TP,E53_Place,25,Konings,Konings,1761,1768,1761,1768
TP,E53_Place,25,Bellevue straat,Bellevue straat,1775,1790,1775,1790
TP,E53_Place,25,boven nieuwstad,boven nieuwstad,1803,1818,1803,1818
TP,E53_Place,25,Göttingen,Göttingen,1981,1990,1981,1990
