type,label,page,gold_text,pred_text,gold_start,gold_end,pred_start,pred_end
FN,Mode_of_Transportation,18,reden,,1727,1732,,
FN,E53_Place,18,West-Uffelen,,1737,1749,,
FN,E53_Place,18,Meinbids,,2047,2055,,
FN,E53_Place,18,Kalken,,2059,2065,,
FN,Mode_of_Transportation,18,wagen,,2173,2178,,
FN,E18_Physical_Thing,18,octogoon,,2286,2294,,
FN,E52_Time_Span,18,deezen middag,,2323,2336,,
TP,E53_Place,18,Ossendorf,Ossendorf,5,14,5,14
TP,E18_Physical_Thing,18,posthuis,posthuis,65,73,65,73
TP,E53_Place,18,Ossendorf,Ossendorf,173,182,173,182
TP,E53_Place,18,Ocksendorf,Ocksendorf,236,246,236,246
TP,Mode_of_Transportation,18,postwagen,postwagen,339,348,339,348
TP,E53_Place,18,Warburg,Warburg,677,684,677,684
TP,E53_Place,18,Warburg,Warburg,964,971,964,971
TP,E53_Place,18,Cassel,Cassel,1783,1789,1783,1789
TP,Mode_of_Transportation,18,rytuig,rytuig,1838,1844,1838,1844
TP,E53_Place,18,Cassel,Cassel,1873,1879,1873,1879
TP,E53_Place,18,Cassel,Cassel,2242,2248,2242,2248
TP,E18_Physical_Thing,18,Hercules,Hercules,2271,2279,2271,2279
TP,E18_Physical_Thing,18,Wilhelmhohe,Wilhelmhohe,2302,2313,2302,2313
FN,E52_Time_Span,19,5 uur,,102,107,,
FN,E18_Physical_Thing,19,logement de Kurfürst,,144,164,,
FN,E53_Place,19,Cassel,,631,637,,
FN,E19_Physical_Object,19,schilderyen,,769,780,,
FN,E53_Place,19,het eerste vertrek,,1057,1075,,
FN,E20_Biological_Object,19,vogeleyeren,,1130,1141,,
FN,F2_Expression,19,"de brieven voornoemd 1 deel bl 167, 168, 169",,1217,1261,,
FN,E53_Place,19,houtbibliotheek,,1275,1290,,
FN,E18_Physical_Thing,19,Academiesche boekery,,1368,1388,,
FN,E53_Place,19,Groningen,,1392,1401,,
FN,E20_Biological_Object,19,stam van eene lauwrierboom,,1429,1455,,
FN,E20_Biological_Object,19,was geboetzeerde vruchten,,1490,1515,,
FN,E20_Biological_Object,19,opgezette vogels,,1606,1622,,
FN,E20_Biological_Object,19,Casuarus,,1644,1652,,
FN,E20_Biological_Object,19,paradysvogels,,1677,1690,,
FN,E20_Biological_Object,19,viervoetige dieren,,1795,1813,,
FN,E19_Physical_Object,19,veele stukken,,2320,2333,,
FP,E53_Place,19,,Kamer,,,949,954
FP,E18_Physical_Thing,19,,Kas,,,1669,1672
FP,E20_Biological_Object,19,,dier,,,1929,1933
FP,E18_Physical_Thing,19,,zuilen,,,2132,2138
TP,E53_Place,19,Cassel,Cassel,35,41,35,41
TP,E53_Place,19,Cassel,Cassel,75,81,75,81
TP,E53_Place,19,Cassel,Cassel,216,222,216,222
TP,E53_Place,19,Cassel,Cassel,488,494,488,494
TP,E18_Physical_Thing,19,Museum Fridericianum,Museum Fridericianum,744,764,744,764
TP,E53_Place,19,Parys,Parys,790,795,790,795
TP,E18_Physical_Thing,19,museum,museum,885,891,885,891
TP,E53_Place,19,Tweede Kamer,Kamer,1571,1583,1578,1583
TP,F2_Expression,19,Lynnaeische Systema,Lynnaeische Systema,1716,1735,1716,1735
TP,E53_Place,19,derde Kamer,derde Kamer,1768,1779,1768,1779
TP,E20_Biological_Object,19,opgezette en een gesceletteerde olyphant,olyphant,1857,1897,1889,1897
TP,E53_Place,19,diergaarde,diergaarde,1945,1955,1945,1955
TP,E20_Biological_Object,19,leeuw,leeuw,1977,1982,1977,1982
TP,E20_Biological_Object,19,tyger,tyger,1984,1989,1984,1989
TP,E20_Biological_Object,19,Kaapsche ezel,Kaapsche ezel,1991,2004,1991,2004
TP,E20_Biological_Object,19,luipaard,luipaard,2006,2014,2006,2014
TP,E20_Biological_Object,19,drommedaris,drommedaris,2016,2027,2016,2027
TP,E20_Biological_Object,19,wild zwyn,wild zwyn,2029,2038,2029,2038
TP,E20_Biological_Object,19,rendier,rendier,2042,2049,2042,2049
TP,E53_Place,19,galery door eene ry van zuilen ondersteund,galery,2108,2150,2108,2114
TP,E53_Place,19,vestibule,vestibule,2173,2182,2173,2182
TP,E18_Physical_Thing,19,geheele gebouw,gebouw,2191,2205,2199,2205
TP,E53_Place,19,Frederikplein,Frederikplein,2228,2241,2228,2241
FN,E19_Physical_Object,20,antiquen,,155,163,,
FN,E19_Physical_Object,20,schoone van Kurk nagemaakte ruines,,175,209,,
FN,E53_Place,20,zaalen,,334,340,,
FN,E19_Physical_Object,20,versteeningen,,677,690,,
FN,E19_Physical_Object,20,mineralen,,692,701,,
FN,E20_Biological_Object,20,schelpen,,705,713,,
FN,E19_Physical_Object,20,oude penningen,,796,810,,
FN,E19_Physical_Object,20,pretiosa,,1094,1102,,
FN,E19_Physical_Object,20,mozaiek,,1381,1388,,
FN,E19_Physical_Object,20,klokken,,1513,1520,,
FN,E53_Place,20,twee kamers,,1804,1815,,
FP,E20_Biological_Object,20,,Hieronymus,,,349,359
FP,E18_Physical_Thing,20,,halve circel,,,383,395
FP,E20_Biological_Object,20,,Koning,,,509,515
FP,E20_Biological_Object,20,,conducteur,,,599,609
FP,E19_Physical_Object,20,,glazen,,,830,836
FP,E19_Physical_Object,20,,kast,,,1235,1239
FP,F2_Expression,20,,uitvinding,,,1493,1503
FP,E20_Biological_Object,20,,Professor Matske,,,1857,1873
TP,E53_Place,20,Parys,Parys,24,29,24,29
TP,E19_Physical_Object,20,Venus de Medicis,Venus de Medicis,104,120,104,120
TP,E19_Physical_Object,20,twee worstelaars,twee worstelaars,124,140,124,140
TP,E18_Physical_Thing,20,Palazo di Maecenate,Palazo di Maecenate,214,233,214,233
TP,E53_Place,20,Tivoli,Tivoli,237,243,237,243
TP,E18_Physical_Thing,20,Bagno della nimfa Egeria,Bagno della nimfa Egeria,249,273,249,273
TP,E19_Physical_Object,20,Aristoteles,Aristoteles,283,294,283,294
TP,E18_Physical_Thing,20,gebouw voor de vergadering der standen,gebouw,407,445,407,413
TP,E19_Physical_Object,20,troon voor de Koning,troon,495,515,495,500
TP,E53_Place,20,kamer,kamer,667,672,667,672
TP,E53_Place,20,vertrek,vertrek,784,791,784,791
TP,E19_Physical_Object,20,kleine beeldjes,beeldjes,868,883,875,883
TP,E19_Physical_Object,20,antiquiteiten,antiquiteiten,885,898,885,898
TP,E19_Physical_Object,20,groote verzameling van edelgesteenten,verzameling,908,945,915,926
TP,E19_Physical_Object,20,Onyx,Onyx,967,971,967,971
TP,E53_Place,20,kamer,kamer,1036,1041,1036,1041
TP,E19_Physical_Object,20,dingen uit barnsteen gemaakt,barnsteen,1256,1284,1267,1276
TP,E53_Place,20,kamer,midden der kamer,1342,1347,1331,1347
TP,E18_Physical_Thing,20,vesting Rheinfels,vesting Rheinfels,1359,1376,1359,1376
TP,E53_Place,20,vertrek,vertrek,1408,1415,1408,1415
TP,E19_Physical_Object,20,klokken,klokken,1427,1434,1427,1434
TP,E19_Physical_Object,20,pendules,pendules,1435,1443,1435,1443
TP,E19_Physical_Object,20,horlogies,horlogies,1447,1456,1447,1456
TP,E19_Physical_Object,20,schilderyen,schilderyen,1547,1558,1547,1558
TP,E19_Physical_Object,20,beeld waarin een uurwerk schoot op zekere tyden een pistool af,beeld,1583,1645,1583,1588
TP,E53_Place,20,laatste kamer,kamer,1685,1698,1693,1698
TP,E19_Physical_Object,20,mosaiek,mosaiek,1732,1739,1732,1739
TP,E18_Physical_Thing,20,breede trap,trap,1884,1895,1891,1895
FN,E19_Physical_Object,21,oude wapentuigen gevuld een vyftigtal bogen,,13,56,,
FN,E19_Physical_Object,21,zwaarden,,150,158,,
FN,E53_Place,21,Heilige Land,,227,239,,
FN,E53_Place,21,laatste zaal,,334,346,,
FN,E19_Physical_Object,21,19 landgraven & landgravinnen,,381,410,,
FN,E19_Physical_Object,21,stoelen,,501,508,,
FN,E18_Physical_Thing,21,museum,,760,766,,
FN,E53_Place,21,locaal,,1186,1192,,
FN,F2_Expression,21,het 2de deel van de door de Heeren Tydeman & van Campen uitgegevene Mnemosyne,,1470,1547,,
FN,E31_Document,21,reaal catalogue,,1764,1779,,
FP,E53_Place,21,,museum,,,760,766
FP,E53_Place,21,,Cassels,,,1282,1289
FP,E31_Document,21,,Mnemosyne,,,1538,1547
TP,E53_Place,21,boekery,boekery,1069,1076,1069,1076
TP,E18_Physical_Thing,21,gebouw,gebouw,1102,1108,1102,1108
TP,E31_Document,21,catalogus,catalogus,1655,1664,1655,1664
TP,E31_Document,21,reaal catalogus,catalogus,2003,2018,2009,2018
TP,E31_Document,21,reaal catalogus,catalogus,2070,2085,2076,2085
FN,E19_Physical_Object,22,schilderyen,,251,262,,
FN,E19_Physical_Object,22,schoone stukken,,327,342,,
FN,E19_Physical_Object,22,schoone stukken,,575,590,,
FN,E19_Physical_Object,22,stuk,,622,626,,
FN,E19_Physical_Object,22,een groot stuk,,675,689,,
FN,F2_Expression,22,een stier,,708,717,,
FN,E19_Physical_Object,22,een klein strandgezicht,,743,766,,
FN,F2_Expression,22,"een postillon die, hoe men zich ook plaatste, steeds naar eene andere kant scheen te ryden",,829,919,,
FN,E53_Place,22,gallery,,1167,1174,,
FN,E53_Place,22,2 verdiepingen,,1198,1212,,
FN,E53_Place,22,de ruines van de schildergallery,,1288,1320,,
FN,E53_Place,22,danszaal,,1335,1343,,
FN,E19_Physical_Object,22,schilderyen,,1415,1426,,
FN,E19_Physical_Object,22,eene Cleopatra,,1572,1586,,
FN,F2_Expression,22,Cleopatra,,1799,1808,,
FN,E18_Physical_Thing,22,logement de Keurvorst,,2064,2085,,
FN,E19_Physical_Object,22,meubels,,2100,2107,,
FP,F2_Expression,22,,Rubbens,,,347,354
FP,F2_Expression,22,,Rembrand,,,356,364
FP,F2_Expression,22,,van Dyk,,,366,373
FP,F2_Expression,22,,Teniers,,,375,382
FP,F2_Expression,22,,Holzbein,,,384,392
FP,F2_Expression,22,,Frans Mieris,,,394,406
FP,F2_Expression,22,,Kamphuizen,,,408,418
FP,F2_Expression,22,,van Titiaan,,,420,431
FP,F2_Expression,22,,Wouerman,,,433,441
FP,F2_Expression,22,,Jan Steen,,,443,452
FP,F2_Expression,22,,Ostade,,,454,460
FP,F2_Expression,22,,Bellegrini,,,494,504
FP,F2_Expression,22,,Morielli,,,506,514
FP,F2_Expression,22,,Alex Veronese,,,516,529
FP,F2_Expression,22,,Augelo Cararas,,,531,545
FP,F2_Expression,22,,Raphaël,,,596,603
FP,F2_Expression,22,,Potter,,,694,700
FP,F2_Expression,22,,A van der Velde,,,789,804
FP,E53_Place,22,,Keurvorst,,,1378,1387
FP,F2_Expression,22,,Cleopatra,,,1577,1586
FP,E53_Place,22,,Koningin,,,1934,1942
FP,E53_Place,22,,Keurvorst,,,2076,2085
FP,E53_Place,22,,Jerome,,,2149,2155
TP,E18_Physical_Thing,22,paleis Bellevue,Bellevue,270,285,277,285
TP,E53_Place,22,Scheveningen,Scheveningen,771,783,771,783
TP,E53_Place,22,Parys,Parys,1133,1138,1133,1138
TP,E53_Place,22,Parys,Parys,1605,1610,1605,1610
TP,F2_Expression,22,eene Ariadne,Ariadne,1658,1670,1663,1670
TP,E53_Place,22,Cassel,Cassel,1877,1883,1877,1883
TP,E18_Physical_Thing,22,paleis Belle vue,Belle vue,1906,1922,1913,1922
FN,F2_Expression,23,de reizen,,764,773,,
FN,F2_Expression,23,bladzyde 162 en 163,,808,827,,
FN,E19_Physical_Object,23,uitgeschotene hoek,,1203,1221,,
FN,E53_Place,23,lange linden allee,,1373,1391,,
FN,E19_Physical_Object,23,orgel,,1856,1861,,
FN,E18_Physical_Thing,23,de koepel,,2018,2027,,
FN,E19_Physical_Object,23,schilderyen,,2069,2080,,
FP,E19_Physical_Object,23,,marmor,,,71,77
FP,E20_Biological_Object,23,,P.S. Monnot,,,384,395
FP,E19_Physical_Object,23,,marmer,,,513,519
FP,E19_Physical_Object,23,,jaspis,,,525,531
FP,E19_Physical_Object,23,,agaat,,,532,537
FP,E19_Physical_Object,23,,steenen,,,547,554
FP,E18_Physical_Thing,23,,trappen,,,597,604
FP,E31_Document,23,,reizen,,,767,773
FP,E20_Biological_Object,23,,Profr van Swinderen,,,778,797
FP,E31_Document,23,,bladzyde 162,,,808,820
FP,E18_Physical_Thing,23,,hoek,,,955,959
FP,E18_Physical_Thing,23,,deur,,,972,976
FP,E20_Biological_Object,23,,Cnernitschef,,,1020,1032
FP,E53_Place,23,,stad,,,1061,1065
FP,E20_Biological_Object,23,,Generaal,,,1185,1193
FP,E18_Physical_Thing,23,,hoek,,,1217,1221
FP,E53_Place,23,,gronds,,,1329,1335
FP,E18_Physical_Thing,23,,linden allee,,,1379,1391
FP,E20_Biological_Object,23,,Bongard,,,1467,1474
FP,E53_Place,23,,vierkant,,,1742,1750
FP,E18_Physical_Thing,23,,orgel,,,1856,1861
FP,F2_Expression,23,,schilderyen,,,2069,2080
FP,E20_Biological_Object,23,,Tischbein,,,2085,2094
TP,E19_Physical_Object,23,groote spiegels,spiegels,15,30,22,30
TP,E53_Place,23,gallery,gallery,37,44,37,44
TP,E18_Physical_Thing,23,marmeren bad,marmeren bad,183,195,183,195
TP,E18_Physical_Thing,23,Orangerie,Orangerie,206,215,206,215
TP,E18_Physical_Thing,23,gebouw,gebouw,273,279,273,279
TP,E53_Place,23,vierkant vertrek,vertrek,415,431,424,431
TP,E18_Physical_Thing,23,vloeren,vloeren,443,450,443,450
TP,E18_Physical_Thing,23,muren,muren,452,457,452,457
TP,E19_Physical_Object,23,vercierselen,vercierselen,461,473,461,473
TP,E18_Physical_Thing,23,Het bad,bad,564,571,568,571
TP,E18_Physical_Thing,23,acht Corintische pylaren,Corintische pylaren,634,658,639,658
TP,E18_Physical_Thing,23,koepel,koepel,675,681,675,681
TP,E19_Physical_Object,23,kanon kogel,kanon kogel,1002,1013,1002,1013
TP,E52_Time_Span,23,30 September 1813,30 September 1813,1037,1054,1037,1054
TP,E18_Physical_Thing,23,schoone gebouw,gebouw,1099,1113,1107,1113
TP,E52_Time_Span,23,30 September 1813,30 September 1813,1233,1250,1233,1250
TP,E18_Physical_Thing,23,gebouw,gebouw,1271,1277,1271,1277
TP,E53_Place,23,Aue,Aue,1290,1293,1290,1293
TP,E53_Place,23,Aue-Garten,Aue-Garten,1297,1307,1297,1307
TP,E18_Physical_Thing,23,vyver,vyver,1449,1454,1449,1454
TP,E18_Physical_Thing,23,kerken,kerken,1571,1577,1571,1577
TP,E18_Physical_Thing,23,Roomsche kerk,Roomsche kerk,1671,1684,1671,1684
TP,E18_Physical_Thing,23,logement,logement,1699,1707,1699,1707
TP,E18_Physical_Thing,23,ronden koepel,koepel,1778,1791,1785,1791
TP,E18_Physical_Thing,23,kolommen,kolommen,1801,1809,1801,1809
TP,E53_Place,23,galery,galery,1838,1844,1838,1844
TP,E53_Place,23,galery,galery,1885,1891,1885,1891
TP,E18_Physical_Thing,23,colommen,colommen,1903,1911,1903,1911
TP,E18_Physical_Thing,23,koepelvormige dak,koepelvormige dak,1922,1939,1922,1939
TP,E18_Physical_Thing,23,marmeren hoogaltaar,marmeren hoogaltaar,1958,1977,1958,1977
TP,E18_Physical_Thing,23,drie circelvormige trappen,trappen,1981,2007,2000,2007
TP,E18_Physical_Thing,23,kerk,kerk,2107,2111,2107,2111
FN,E53_Place,24,tombes,,60,66,,
FN,E52_Time_Span,24,1814,,184,188,,
FN,F2_Expression,24,"
Cassels söhne die sich im Jahre 1812 dem Vaterlande, unter anführung des tapferen Kurprinses, weiheten",,241,344,,
FN,E53_Place,24,Vaterlande,,283,293,,
FN,E19_Physical_Object,24,zevende schild,,381,395,,
FN,F2_Expression,24,brief,,737,742,,
FN,F2_Expression,24,bladzyde 170-188 van het eerste deel,,784,820,,
FN,E53_Place,24,toneel,,1123,1129,,
FN,E52_Time_Span,24,twintig jaar,,1518,1530,,
FN,E19_Physical_Object,24,een groot driekantige hoed,,1614,1640,,
FN,E19_Physical_Object,24,vervaarlyke stokken,,1726,1745,,
FN,E20_Biological_Object,24,zwane ey,,1876,1884,,
FP,E18_Physical_Thing,24,,tombes,,,60,66
FP,E53_Place,24,,Cassels,,,242,249
FP,E20_Biological_Object,24,,Heer Knieriem,,,466,479
FP,E52_Time_Span,24,,32,,,537,539
FP,E52_Time_Span,24,,20,,,573,575
FP,E20_Biological_Object,24,,Porfr van Swinderen,,,674,693
FP,E18_Physical_Thing,24,,toneel,,,1123,1129
FP,E20_Biological_Object,24,,Keurvorst,,,1200,1209
FP,E20_Biological_Object,24,,Keurvorst,,,1769,1778
FP,E20_Biological_Object,24,,wang,,,1899,1903
FP,E20_Biological_Object,24,,schouder,,,1926,1934
TP,E18_Physical_Thing,24,Brüder,Brüder,15,21,15,21
TP,E18_Physical_Thing,24,Domkerk,Domkerk,28,35,28,35
TP,E19_Physical_Object,24,6 groote schilden,schilden,122,139,131,139
TP,E52_Time_Span,24,Jahre 1812,1812,268,278,274,278
TP,E18_Physical_Thing,24,Kweekschool voor onderwyzers,Kweekschool,425,453,425,436
TP,E52_Time_Span,24,1809,1809,707,711,707,711
TP,E18_Physical_Thing,24,Comedie,Comedie,1042,1049,1042,1049
TP,E53_Place,24,loge,loge,1110,1114,1110,1114
TP,E18_Physical_Thing,24,observatorium,observatorium,2002,2015,2002,2015
FN,E52_Time_Span,25,in 1788 begonnen en in 1794 voltooid,,539,575,,
FN,E53_Place,25,4 bovenkamers,,921,934,,
FN,E53_Place,25,dubbele linden allee,,1119,1139,,
FN,E53_Place,25,boven nieuw stad,,1425,1441,,
FN,E53_Place,25,Konings,,1761,1768,,
FN,E18_Physical_Thing,25,Wilhelmshöhe,,1952,1964,,
FP,E53_Place,25,,stad,,,278,282
FP,E20_Biological_Object,25,,Willem de IX,,,526,538
FP,E20_Biological_Object,25,,landgraaf Karel,,,1360,1375
FP,E20_Biological_Object,25,,protestanten,,,1515,1527
FP,E20_Biological_Object,25,,landgraven,,,1624,1634
FP,E20_Biological_Object,25,,Franschen,,,1644,1653
FP,E53_Place,25,,straten,,,1735,1742
FP,E53_Place,25,,Wilhelmshöhe,,,1952,1964
TP,E18_Physical_Thing,25,Wilhelms Brücke,Wilhelms Brücke,32,47,32,47
TP,E53_Place,25,Cassel,Cassel,51,57,51,57
TP,E53_Place,25,Göttingen,Göttingen,90,99,90,99
TP,E53_Place,25,Cassel,Cassel,157,163,157,163
TP,E53_Place,25,Fulda,Fulda,385,390,385,390
TP,E18_Physical_Thing,25,Wilhelmsbrug,Wilhelmsbrug,452,464,452,464
TP,E53_Place,25,Cassel,Cassel,653,659,653,659
TP,E53_Place,25,Leipsicher plein,Leipsicher plein,707,723,707,723
TP,E18_Physical_Thing,25,Leipsicher poort,Leipsicher poort,739,755,739,755
TP,E53_Place,25,paradeplaats,paradeplaats,760,772,760,772
TP,E53_Place,25,Kasern plaats,Kasern plaats,779,792,779,792
TP,E18_Physical_Thing,25,coffyhuis,coffyhuis,893,902,893,902
TP,E53_Place,25,Frederiksplein,Frederiksplein,1013,1027,1013,1027
TP,E53_Place,25,Koningsplein,Koningsplein,1145,1157,1145,1157
TP,E53_Place,25,Karelsplein,Karelsplein,1250,1261,1250,1261
TP,E18_Physical_Thing,25,marmeren beeld van den landgraaf Karel,marmeren beeld,1337,1375,1337,1351
TP,E52_Time_Span,25,einde der 17de Eeuw,17de Eeuw,1387,1406,1397,1406
TP,E53_Place,25,Franryk,Franryk,1454,1461,1454,1461
TP,E31_Document,25,Edict van Nantes,Edict van Nantes,1488,1504,1488,1504
TP,E18_Physical_Thing,25,standbeelden van andere landgraven,standbeelden,1600,1634,1600,1612
TP,E53_Place,25,Cassel,Cassel,1747,1753,1747,1753
TP,E53_Place,25,Bellevue straat,Bellevue straat,1775,1790,1775,1790
TP,E53_Place,25,boven nieuwstad,boven nieuwstad,1803,1818,1803,1818
TP,E53_Place,25,Göttingen,Göttingen,1981,1990,1981,1990
