type,label,page,gold_text,pred_text,gold_start,gold_end,pred_start,pred_end
FN,Mode_of_Transportation,18,wagen,,2173,2178,,
FN,E18_Physical_Thing,18,Hercules,,2271,2279,,
FN,E18_Physical_Thing,18,octogoon,,2286,2294,,
FN,E18_Physical_Thing,18,Wilhelmhohe,,2302,2313,,
FN,E52_Time_Span,18,deezen middag,,2323,2336,,
FP,E53_Place,18,,Wilhelmhohe,,,2302,2313
TP,E53_Place,18,Ossendorf,Ossendorf,5,14,5,14
TP,E53_Place,18,Ocksendorf,Ocksendorf,115,125,115,125
TP,E53_Place,18,Ossendorf,Ossendorf,173,182,173,182
TP,E53_Place,18,Warburg,Warburg,677,684,677,684
TP,E53_Place,18,Warburg,Warburg,1213,1220,1213,1220
TP,E53_Place,18,Dalheim,Dalheim,1246,1253,1246,1253
TP,E53_Place,18,Ehrings,Ehrings,1598,1605,1598,1605
TP,E53_Place,18,Libenau,Libenau,1609,1616,1609,1616
TP,E53_Place,18,Nider Lichtingen,Nider Lichtingen,1655,1671,1655,1671
TP,E53_Place,18,West-Uffelen,West-Uffelen,1737,1749,1737,1749
TP,E53_Place,18,Cassel,Cassel,1783,1789,1783,1789
TP,E53_Place,18,Meinbids,Meinbids,2047,2055,2047,2055
TP,E53_Place,18,Kalken,Kalken,2059,2065,2059,2065
TP,E53_Place,18,Cassel,Cassel,2242,2248,2242,2248
FN,E52_Time_Span,19,5 uur,,102,107,,
FN,E18_Physical_Thing,19,logement de Kurfürst,,144,164,,
FN,E18_Physical_Thing,19,Museum Fridericianum,,744,764,,
FN,E19_Physical_Object,19,schilderyen,,769,780,,
FN,E53_Place,19,Parys,,790,795,,
FN,E18_Physical_Thing,19,museum,,885,891,,
FN,E53_Place,19,het eerste vertrek,,1057,1075,,
FN,E20_Biological_Object,19,vogeleyeren,,1130,1141,,
FN,F2_Expression,19,"de brieven voornoemd 1 deel bl 167, 168, 169",,1217,1261,,
FN,E53_Place,19,houtbibliotheek,,1275,1290,,
FN,E18_Physical_Thing,19,Academiesche boekery,,1368,1388,,
FN,E53_Place,19,Groningen,,1392,1401,,
FN,E20_Biological_Object,19,stam van eene lauwrierboom,,1429,1455,,
FN,E20_Biological_Object,19,was geboetzeerde vruchten,,1490,1515,,
FN,E53_Place,19,Tweede Kamer,,1571,1583,,
FN,E20_Biological_Object,19,opgezette vogels,,1606,1622,,
FN,E20_Biological_Object,19,Casuarus,,1644,1652,,
FN,E20_Biological_Object,19,paradysvogels,,1677,1690,,
FN,F2_Expression,19,Lynnaeische Systema,,1716,1735,,
FN,E53_Place,19,derde Kamer,,1768,1779,,
FN,E20_Biological_Object,19,viervoetige dieren,,1795,1813,,
FN,E20_Biological_Object,19,opgezette en een gesceletteerde olyphant,,1857,1897,,
FN,E53_Place,19,diergaarde,,1945,1955,,
FN,E20_Biological_Object,19,leeuw,,1977,1982,,
FN,E20_Biological_Object,19,tyger,,1984,1989,,
FN,E20_Biological_Object,19,Kaapsche ezel,,1991,2004,,
FN,E20_Biological_Object,19,luipaard,,2006,2014,,
FN,E20_Biological_Object,19,drommedaris,,2016,2027,,
FN,E20_Biological_Object,19,wild zwyn,,2029,2038,,
FN,E20_Biological_Object,19,rendier,,2042,2049,,
FN,E53_Place,19,galery door eene ry van zuilen ondersteund,,2108,2150,,
FN,E53_Place,19,vestibule,,2173,2182,,
FN,E18_Physical_Thing,19,geheele gebouw,,2191,2205,,
FN,E53_Place,19,Frederikplein,,2228,2241,,
FN,E19_Physical_Object,19,veele stukken,,2320,2333,,
TP,E53_Place,19,Cassel,Cassel,35,41,35,41
TP,E53_Place,19,Cassel,Cassel,75,81,75,81
TP,E53_Place,19,Cassel,Cassel,216,222,216,222
TP,E53_Place,19,Cassel,Cassel,488,494,488,494
TP,E53_Place,19,Cassel,Cassel,631,637,631,637
FN,E53_Place,20,Parys,,24,29,,
FN,E19_Physical_Object,20,Venus de Medicis,,104,120,,
FN,E19_Physical_Object,20,twee worstelaars,,124,140,,
FN,E19_Physical_Object,20,antiquen,,155,163,,
FN,E19_Physical_Object,20,schoone van Kurk nagemaakte ruines,,175,209,,
FN,E18_Physical_Thing,20,Palazo di Maecenate,,214,233,,
FN,E53_Place,20,Tivoli,,237,243,,
FN,E18_Physical_Thing,20,Bagno della nimfa Egeria,,249,273,,
FN,E19_Physical_Object,20,Aristoteles,,283,294,,
FN,E53_Place,20,zaalen,,334,340,,
FN,E18_Physical_Thing,20,gebouw voor de vergadering der standen,,407,445,,
FN,E19_Physical_Object,20,troon voor de Koning,,495,515,,
FN,E53_Place,20,kamer,,667,672,,
FN,E19_Physical_Object,20,versteeningen,,677,690,,
FN,E19_Physical_Object,20,mineralen,,692,701,,
FN,E20_Biological_Object,20,schelpen,,705,713,,
FN,E53_Place,20,vertrek,,784,791,,
FN,E19_Physical_Object,20,oude penningen,,796,810,,
FN,E19_Physical_Object,20,kleine beeldjes,,868,883,,
FN,E19_Physical_Object,20,antiquiteiten,,885,898,,
FN,E19_Physical_Object,20,groote verzameling van edelgesteenten,,908,945,,
FN,E19_Physical_Object,20,Onyx,,967,971,,
FN,E53_Place,20,kamer,,1036,1041,,
FN,E19_Physical_Object,20,pretiosa,,1094,1102,,
FN,E19_Physical_Object,20,dingen uit barnsteen gemaakt,,1256,1284,,
FN,E53_Place,20,kamer,,1342,1347,,
FN,E18_Physical_Thing,20,vesting Rheinfels,,1359,1376,,
FN,E19_Physical_Object,20,mozaiek,,1381,1388,,
FN,E53_Place,20,vertrek,,1408,1415,,
FN,E19_Physical_Object,20,klokken,,1427,1434,,
FN,E19_Physical_Object,20,pendules,,1435,1443,,
FN,E19_Physical_Object,20,horlogies,,1447,1456,,
FN,E19_Physical_Object,20,klokken,,1513,1520,,
FN,E19_Physical_Object,20,schilderyen,,1547,1558,,
FN,E19_Physical_Object,20,beeld waarin een uurwerk schoot op zekere tyden een pistool af,,1583,1645,,
FN,E53_Place,20,laatste kamer,,1685,1698,,
FN,E19_Physical_Object,20,mosaiek,,1732,1739,,
FN,E53_Place,20,twee kamers,,1804,1815,,
FN,E18_Physical_Thing,20,breede trap,,1884,1895,,
FN,E19_Physical_Object,21,oude wapentuigen gevuld een vyftigtal bogen,,13,56,,
FN,E19_Physical_Object,21,zwaarden,,150,158,,
FN,E53_Place,21,Heilige Land,,227,239,,
FN,E53_Place,21,laatste zaal,,334,346,,
FN,E19_Physical_Object,21,19 landgraven & landgravinnen,,381,410,,
FN,E19_Physical_Object,21,stoelen,,501,508,,
FN,E18_Physical_Thing,21,museum,,760,766,,
FN,E53_Place,21,boekery,,1069,1076,,
FN,E18_Physical_Thing,21,gebouw,,1102,1108,,
FN,E53_Place,21,locaal,,1186,1192,,
FN,F2_Expression,21,het 2de deel van de door de Heeren Tydeman & van Campen uitgegevene Mnemosyne,,1470,1547,,
FN,E31_Document,21,catalogus,,1655,1664,,
FN,E31_Document,21,reaal catalogue,,1764,1779,,
FN,E31_Document,21,reaal catalogus,,2003,2018,,
FN,E31_Document,21,reaal catalogus,,2070,2085,,
FN,E19_Physical_Object,22,schilderyen,,251,262,,
FN,E18_Physical_Thing,22,paleis Bellevue,,270,285,,
FN,E19_Physical_Object,22,schoone stukken,,327,342,,
FN,E19_Physical_Object,22,schoone stukken,,575,590,,
FN,E19_Physical_Object,22,stuk,,622,626,,
FN,E19_Physical_Object,22,een groot stuk,,675,689,,
FN,F2_Expression,22,een stier,,708,717,,
FN,E19_Physical_Object,22,een klein strandgezicht,,743,766,,
FN,E53_Place,22,Scheveningen,,771,783,,
FN,F2_Expression,22,"een postillon die, hoe men zich ook plaatste, steeds naar eene andere kant scheen te ryden",,829,919,,
FN,E53_Place,22,Parys,,1133,1138,,
FN,E53_Place,22,gallery,,1167,1174,,
FN,E53_Place,22,2 verdiepingen,,1198,1212,,
FN,E53_Place,22,de ruines van de schildergallery,,1288,1320,,
FN,E53_Place,22,danszaal,,1335,1343,,
FN,E19_Physical_Object,22,schilderyen,,1415,1426,,
FN,E19_Physical_Object,22,eene Cleopatra,,1572,1586,,
FN,E53_Place,22,Parys,,1605,1610,,
FN,F2_Expression,22,eene Ariadne,,1658,1670,,
FN,F2_Expression,22,Cleopatra,,1799,1808,,
FN,E53_Place,22,Cassel,,1877,1883,,
FN,E18_Physical_Thing,22,paleis Belle vue,,1906,1922,,
FN,E18_Physical_Thing,22,logement de Keurvorst,,2064,2085,,
FN,E19_Physical_Object,22,meubels,,2100,2107,,
FN,E19_Physical_Object,23,groote spiegels,,15,30,,
FN,E53_Place,23,gallery,,37,44,,
FN,E18_Physical_Thing,23,marmeren bad,,183,195,,
FN,E18_Physical_Thing,23,Orangerie,,206,215,,
FN,E18_Physical_Thing,23,gebouw,,273,279,,
FN,E53_Place,23,vierkant vertrek,,415,431,,
FN,E18_Physical_Thing,23,vloeren,,443,450,,
FN,E18_Physical_Thing,23,muren,,452,457,,
FN,E19_Physical_Object,23,vercierselen,,461,473,,
FN,E18_Physical_Thing,23,Het bad,,564,571,,
FN,E18_Physical_Thing,23,acht Corintische pylaren,,634,658,,
FN,E18_Physical_Thing,23,koepel,,675,681,,
FN,F2_Expression,23,de reizen,,764,773,,
FN,F2_Expression,23,bladzyde 162 en 163,,808,827,,
FN,E19_Physical_Object,23,kanon kogel,,1002,1013,,
FN,E18_Physical_Thing,23,schoone gebouw,,1099,1113,,
FN,E19_Physical_Object,23,uitgeschotene hoek,,1203,1221,,
FN,E18_Physical_Thing,23,gebouw,,1271,1277,,
FN,E53_Place,23,Aue,,1290,1293,,
FN,E53_Place,23,Aue-Garten,,1297,1307,,
FN,E53_Place,23,lange linden allee,,1373,1391,,
FN,E18_Physical_Thing,23,vyver,,1449,1454,,
FN,E18_Physical_Thing,23,kerken,,1571,1577,,
FN,E18_Physical_Thing,23,Roomsche kerk,,1671,1684,,
FN,E18_Physical_Thing,23,logement,,1699,1707,,
FN,E18_Physical_Thing,23,ronden koepel,,1778,1791,,
FN,E18_Physical_Thing,23,kolommen,,1801,1809,,
FN,E53_Place,23,galery,,1838,1844,,
FN,E19_Physical_Object,23,orgel,,1856,1861,,
FN,E53_Place,23,galery,,1885,1891,,
FN,E18_Physical_Thing,23,colommen,,1903,1911,,
FN,E18_Physical_Thing,23,koepelvormige dak,,1922,1939,,
FN,E18_Physical_Thing,23,marmeren hoogaltaar,,1958,1977,,
FN,E18_Physical_Thing,23,drie circelvormige trappen,,1981,2007,,
FN,E18_Physical_Thing,23,de koepel,,2018,2027,,
FN,E19_Physical_Object,23,schilderyen,,2069,2080,,
FN,E18_Physical_Thing,23,kerk,,2107,2111,,
TP,E52_Time_Span,23,30 September 1813,30 September 1813,1037,1054,1037,1054
TP,E52_Time_Span,23,30 September 1813,30 September 1813,1233,1250,1233,1250
FN,E18_Physical_Thing,24,Brüder,,15,21,,
FN,E18_Physical_Thing,24,Domkerk,,28,35,,
FN,E53_Place,24,tombes,,60,66,,
FN,E19_Physical_Object,24,6 groote schilden,,122,139,,
FN,F2_Expression,24,"
Cassels söhne die sich im Jahre 1812 dem Vaterlande, unter anführung des tapferen Kurprinses, weiheten",,241,344,,
FN,E52_Time_Span,24,Jahre 1812,,268,278,,
FN,E53_Place,24,Vaterlande,,283,293,,
FN,E19_Physical_Object,24,zevende schild,,381,395,,
FN,E18_Physical_Thing,24,Kweekschool voor onderwyzers,,425,453,,
FN,F2_Expression,24,brief,,737,742,,
FN,F2_Expression,24,bladzyde 170-188 van het eerste deel,,784,820,,
FN,E18_Physical_Thing,24,Comedie,,1042,1049,,
FN,E53_Place,24,loge,,1110,1114,,
FN,E53_Place,24,toneel,,1123,1129,,
FN,E52_Time_Span,24,twintig jaar,,1518,1530,,
FN,E19_Physical_Object,24,een groot driekantige hoed,,1614,1640,,
FN,E19_Physical_Object,24,vervaarlyke stokken,,1726,1745,,
FN,E20_Biological_Object,24,zwane ey,,1876,1884,,
FN,E18_Physical_Thing,24,observatorium,,2002,2015,,
FP,F2_Expression,24,,Comedie de maitres,,,1042,1060
TP,E52_Time_Span,24,1814,1814,184,188,184,188
TP,E52_Time_Span,24,1809,1809,707,711,707,711
FN,E18_Physical_Thing,25,Wilhelms Brücke,,32,47,,
FN,E53_Place,25,Cassel,,51,57,,
FN,E53_Place,25,Göttingen,,90,99,,
FN,E53_Place,25,Fulda,,385,390,,
FN,E18_Physical_Thing,25,Wilhelmsbrug,,452,464,,
FN,E18_Physical_Thing,25,Leipsicher poort,,739,755,,
FN,E53_Place,25,paradeplaats,,760,772,,
FN,E18_Physical_Thing,25,coffyhuis,,893,902,,
FN,E53_Place,25,4 bovenkamers,,921,934,,
FN,E53_Place,25,dubbele linden allee,,1119,1139,,
FN,E18_Physical_Thing,25,marmeren beeld van den landgraaf Karel,,1337,1375,,
FN,E52_Time_Span,25,einde der 17de Eeuw,,1387,1406,,
FN,E53_Place,25,boven nieuw stad,,1425,1441,,
FN,E53_Place,25,Franryk,,1454,1461,,
FN,E31_Document,25,Edict van Nantes,,1488,1504,,
FN,E18_Physical_Thing,25,standbeelden van andere landgraven,,1600,1634,,
FN,E53_Place,25,Cassel,,1747,1753,,
FN,E53_Place,25,Konings,,1761,1768,,
FN,E53_Place,25,boven nieuwstad,,1803,1818,,
FN,E18_Physical_Thing,25,Wilhelmshöhe,,1952,1964,,
FN,E53_Place,25,Göttingen,,1981,1990,,
FP,E53_Place,25,,Leipsicher poort,,,739,755
TP,E53_Place,25,Cassel,Cassel,157,163,157,163
TP,E52_Time_Span,25,in 1788 begonnen en in 1794 voltooid,1788,539,575,542,546
TP,E53_Place,25,Cassel,Cassel,653,659,653,659
TP,E53_Place,25,Leipsicher plein,Leipsicher plein,707,723,707,723
TP,E53_Place,25,Kasern plaats,Kasern plaats,779,792,779,792
TP,E53_Place,25,Frederiksplein,Frederiksplein,1013,1027,1013,1027
TP,E53_Place,25,Koningsplein,Koningsplein,1145,1157,1145,1157
TP,E53_Place,25,Karelsplein,Karelsplein,1250,1261,1250,1261
TP,E53_Place,25,Bellevue straat,Bellevue straat,1775,1790,1775,1790
